ve_ref,value,lemma,gloss (eng),tag
128.t6,ūp,up,up,indeclinable
128.t7,"āhafen,",ahebban,raise,pp
129.t1,micel,micel,great,nsm
129.t2,morgenswēg.,morgen-sweg,morning-cry,ns
129.t3,Mǣre,mære,famous,nsm
129.t4,"þēoden,",þeoden,lord,ns
130.t1,æþeling,æþeling,prince,ns
130.t2,"ǣrgōd,",ær-god,of proven merit,nsm
130.t3,unblīðe,unbliðe,joyless,nsm
130.t4,"sæt,",sittan,sit,p3s
131.t1,þolode,þolian,suffer,p3s
131.t2,"ðrȳðswȳð,",þryð-swyð,mighty,nsm
131.t3,þegnsorge,þegn-sorh,grief for the retainers,as
131.t4,"drēah,",dreogan,endure,p3s
132.t1,syðþan,siððan,after,indeclinable
132.t2,hīe,hie,they,npm
132.t3,þæs,se,the,gsm
132.t4,lāðan,lað,enemy,gsm
132.t5,lāst,last,track,as
132.t6,"scēawedon,",sceawian,examine,p3p
133.t1,wergan,werga,accursed,gsm
133.t2,gāstes;,gast,being,gs
133.t3,wæs,wesan,be,p3s
133.t4,þæt,þæt,that,nsn
133.t5,gewin,gewinn,strife,ns
133.t6,tō,to,too,indeclinable
133.t7,"strang,",strang,strong,nsn
134.t1,lāð,lað,hateful,nsn
134.t2,ond,ond,and,indeclinable
134.t3,longsum.,longsum,long-lasting,nsn
134.t4,Næs,ne wesan,be not,p3s
134.t5,hit,hit,it,nsn
134.t6,lengra,long,long,nsmc
134.t7,"fyrst,",fyrst,time,ns
135.t1,ac,ac,but,indeclinable
135.t2,ymb,ymb,after,indeclinable
135.t3,āne,an,one,asf
135.t4,niht,niht,night,as
135.t5,eft,eft,again,indeclinable
135.t6,gefremede,gefremman,commit,p3s
136.t1,morðbeala,morð-bealo,slaughter,as
136.t2,"māre,",mara,more,asnc
136.t3,ond,ond,and,indeclinable
136.t4,nō,no,not at all,indeclinable
136.t5,mearn,murnan,shrink from,p3s
136.t6,"fore,",fore,for it,indeclinable
137.t1,fǣhðe,fæhð,feud,as
137.t2,ond,ond,and,indeclinable
137.t3,fyrene;,fyren,crime,as
137.t4,wæs,wesan,be,p3s
137.t5,tō,to,too,indeclinable
137.t6,fæst,fæst,fixed,nsm
137.t7,on,on,on,indeclinable
137.t8,þām.,þæt,that,dsn
138.t1,Þā,þa,then,indeclinable
138.t2,wæs,wesan,be,p3s
138.t3,ēaðfynde,eað-fynde,easy to find,nsm
138.t4,þē,þe,(the man) who,in
138.t5,him,he,himself,dsm
138.t6,elles,elles hwær,elsewhere,indeclinable
139.t1,gerūmlīcor,gerumlice,further away,c
139.t2,ræste,rest,resting-place,as
139.t3,"sōhte,",secan,seek,p3s
140.t1,bed,bedd,bed,as
140.t2,æfter,æfter,among,indeclinable
140.t3,"būrum,",bur,private chamber,dp
140.t4,ðā,þa,when,indeclinable
140.t5,him,he,he,dsm
140.t6,gebēacnod,gebeacnian,indicate,pp
140.t7,"wæs,",wesan,be,p3s
141.t1,gesægd,secgan,say,pp
141.t2,sōðlīce,soðlice,truly,indeclinable
141.t3,sweotolan,sweotol,clear,dsn
141.t4,tācne,tacen,sign,ds
142.t1,healðegnes,heall-þegn,hall-retainer,gs
142.t2,hete;,hete,hatred,ns
142.t3,hēold,healdan,hold,p3s
142.t4,hyne,he,himself,asm
142.t5,syðþan,siððan,afterwards,indeclinable
143.t1,fyr,feor,further off,c
143.t2,ond,ond,and,indeclinable
143.t3,fæstor,fæste,more securely,c
143.t4,sē,se,(the man) who,nsm
143.t5,þǣm,se,the,dsm
143.t6,fēonde,feond,fiend,ds
143.t7,ætwand.,ætwindan,escape,p3s
144.t1,Swā,swa,thus,indeclinable
144.t2,rīxode,ricsian,hold sway,p3s
144.t3,ond,ond,and,indeclinable
144.t4,wið,wið,against,indeclinable
144.t5,rihte,riht,right,ds
144.t6,"wan,",winnan,strive,p3s
145.t1,āna,an,one,nsm
145.t2,wið,wið,against,indeclinable
145.t3,"eallum,",eall,all,dpm
145.t4,oð,oð þæt,until,indeclinable
145.t5,þæt,idel,empty,nsn
145.t6,īdel,standan,stand,p3s
146.t1,hūsa,hus,house,gp
146.t2,sēlest.,selest,best,nsns
146.t3,Wæs,wesan,be,p3s
146.t4,sēo,seo,that,nsf
146.t5,hwīl,hwil,time,ns
146.t6,micel:,micel,much,nsf
147.t1,twelf,twelf,twelve,gpm
147.t2,wintra,winter,winter,gp
147.t3,tīd,tid,time,as
147.t4,torn,torn,affliction,as
147.t5,geþolode,geþolian,suffer,p3s
148.t1,wine,wine,friend,ns
148.t2,"Scyldinga,",Scyldingas,Scyldings,gp
148.t3,wēana,wea,woe,gp
148.t4,"gehwelcne,",gehwylc,every sort,asm
149.t1,sīdra,sid,great,gpf
149.t2,sorga.,sorh,sorrow,gp
149.t3,Forðām,forðam,therefore,indeclinable
149.t4,ġesȳne,gesyne,evident,nsn
149.t5,wearð,weorðan,become,p3s
150.t1,ylda,ylde,men,gp
150.t2,"bearnum,",bearn,son,dp
150.t3,undyrne,undyrne,manifest,nsn
150.t4,cūð,cuð,known,nsn
151.t1,gyddum,gidd,tale,dp
151.t2,geōmore,geomore,sadly,indeclinable
151.t3,þætte,þætte,that,indeclinable
151.t4,Grendel,Grendel,Grendel,ns
151.t5,wan,winnan,strive,p3s
152.t1,hwīle,hwil,for a long time,as
152.t2,wið,wið,against,indeclinable
152.t3,"Hrōþgār,",Hroðgar,Hrothgar,as
152.t4,hetenīðas,hete-nið,enmity,ap
152.t5,"wæg,",wegan,carry on,p3s
153.t1,fyrene,fyren,crime,as
153.t2,ond,ond,and,indeclinable
153.t3,fǣhðe,fæhð,feud,as
153.t4,fela,fela,many,in
153.t5,"missēra,",missere,half-year,gp
154.t1,singāle,singal,continual,asf
154.t2,sæce;,sacu,conflict,as
154.t3,sibbe,sibb,peace,as
154.t4,ne,ne,not,indeclinable
154.t5,wolde,willan,want,p3s
155.t1,wið,wið,with,indeclinable
155.t2,manna,monn,man,gp
155.t3,hwone,hwa,anyone,asm
155.t4,mægenes,mægen,army,gs
155.t5,"Deniga,",Dene,Danes,gp
156.t1,feorhbealo,feorh-bealo,deadly evil,as
156.t2,"feorran,",feorran,remove,i
156.t3,fēa,feoh,payment,ds
156.t4,"þingian,",þingian,settle,i
157.t1,nē,ne,nor,indeclinable
157.t2,þǣr,þær,there,indeclinable
157.t3,nǣnig,nænig,no one,nsm
157.t4,witena,wita,councillor,gp
157.t5,wēnan,wenan,expect,i
157.t6,þorfte,þurfan,need,p3s
158.t1,beorhtre,beorht,splendid,gsf
158.t2,bōte,bot,compensation,gs
158.t3,tō,to,from,indeclinable
158.t4,banan,bana,slayer,gs
158.t5,"folmum,",folm,hand,dp
159.t1,ac,ac,but,indeclinable
159.t2,se,se,the,nsm
159.t3,ǣglǣca,aglæca,adversary,ns
159.t4,ēhtende,ehtan,persecute,pprnsm
159.t5,"wæs,",wesan,be,p3s
160.t1,deorc,deorc,dark,nsm
160.t2,"dēaþscua,",deað-scua,death-shadow,ns
160.t3,duguþe,duguð,old retainers,gs
160.t4,ond,ond,and,indeclinable
160.t5,"geogoþe,",geogoð,young warriors,gs
161.t1,seomade,seomian,lurk,p3s
161.t2,ond,ond,and,indeclinable
161.t3,syrede;,syrwan,ambush,p3s
161.t4,sinnihte,sin-nihte,perpetual night,as
161.t5,"hēold,",healdan,hold,p3s
162.t1,mistige,mistig,misty,apm
162.t2,mōras;,mor,moor,ap
162.t3,men,monn,man,np
162.t4,ne,ne,not,indeclinable
162.t5,cunnon,cunnan,know,pr3p
163.t1,hwyder,hwyder,whither,indeclinable
163.t2,helrūnan,hell-rune,adept of hell,np
163.t3,hwyrftum,hwyrft,roaming,dp
163.t4,scrīþað.,scriðan,wander,pr3p
164.t1,Swā,swa,thus,indeclinable
164.t2,fela,fela,many,in
164.t3,fyrena,fyren,crime,gp
164.t4,fēond,feond,enemy,ns
164.t5,"mancynnes,",monn-cynn,mankind,gs
165.t1,atol,atol,terrible,nsm
165.t2,āngengea,an-genga,lone walker,ns
165.t3,oft,oft,often,indeclinable
165.t4,"gefremede,",gefremman,commit,p3s
166.t1,heardra,heard,hard,gpf
166.t2,hȳnða;,hynðu,humiliation,gp
166.t3,Heorot,Heorot,Heorot,as
166.t4,"eardode,",eardian,occupy,p3s
167.t1,sincfāge,sinc-fah,treasure-decked,asn
167.t2,sel,sæl,hall,as
167.t3,sweartum,sweart,dark,dpf
167.t4,nihtum.,niht,night,dp
168.t1,Nō,no,not at all,indeclinable
168.t2,hē,he,he,nsm
168.t3,þone,se,the,asm
168.t4,gifstōl,gif-stol,gift-seat,as
168.t5,grētan,gretan,approach,i
168.t6,"mōste,",motan,could,p3s
169.t1,māþðum,maððum,treasure,as
169.t2,for,for,because of,indeclinable
169.t3,"metode,",metod,God,ds
169.t4,nē,ne,nor,indeclinable
169.t5,his,he,his,gsm
169.t6,myne,myne,love,as
169.t7,wisse.,witan,know,p3s
170.t1,Þæt,þæt,that,nsn
170.t2,wæs,wesan,be,p3s
170.t3,wrǣc,wræc,misery,ns
170.t4,micel,micel,great,asn
170.t5,wine,wine,friend,ds
170.t6,"Scyldinga,",Scyldingas,Scyldings,gp
171.t1,mōdes,mod,mind,gs
171.t2,brecða.,brecð,grief,np
171.t3,Monig,monig,many,nsm
171.t4,oft,oft,often,indeclinable
171.t5,"gesæt,",gesittan,sit down,p3s
172.t1,rīce,rice,powerful,nsm
172.t2,tō,to,at,indeclinable
172.t3,rūne;,run,consultation,ds
172.t4,rǣd,ræd,advice,as
172.t5,"eahtedon,",eahtian,deliberate,p3p
173.t1,hwæt,hwæt,what,nsn
173.t2,swīðferhðum,swið-ferhð,strong-minded,dpm
173.t3,sēlest,selest,best,nsns
173.t4,wǣre,wesan,be,pc3s
174.t1,wið,wið,against,indeclinable
174.t2,fǣrgryrum,fær-gryre,sudden horror,dp
174.t3,tō,to,to,indeclinable
174.t4,gefremmanne.,gefremman,do,if
175.t1,Hwīlum,hwil,time (=at times),dp
175.t2,hīe,hie,they,npm
175.t3,gehēton,gehatan,promise,p3p
175.t4,æt,æt,in,indeclinable
175.t5,hærgtrafum,hærg-træf,heathen temple,dp
176.t1,"wīgweorþunga,",weoh-weorðung,homage to idols,ap
176.t2,wordum,word,word,dp
176.t3,bǣdon,biddan,pray,p3p
177.t1,þæt,þæt,that,indeclinable
177.t2,him,hie,they,dpm
177.t3,gāstbona,gast-bana,slayer of souls,ns
177.t4,gēoce,geoc,help,as
177.t5,gefremede,gefremman,render,pc3s
178.t1,wið,wið,against,indeclinable
178.t2,þēodþrēaum.,þeod-þrea,nation's calamity,dp
178.t3,Swylc,swylc,such,ns
178.t4,wæs,wesan,be,p3s
178.t5,þēaw,þeaw,custom,ns
178.t6,"hyra,",hie,their,gpm
179.t1,hǣþenra,hæðen,heathen,gpm
179.t2,hyht;,hyht,hope,ns
179.t3,helle,hell,hell,as
179.t4,gemundon,gemunan,remember,p3p
180.t1,in,in,in,indeclinable
180.t2,"mōdsefan,",mod-sefa,mind,ds
180.t3,metod,metod,God,as
180.t4,hīe,hie,they,npm
180.t5,ne,ne,not,indeclinable
180.t6,"cūþon,",cunnan,know,p3p
181.t1,dǣda,dæd,deed,gp
181.t2,"dēmend,",demend,judge,as
181.t3,ne,ne,not,indeclinable
181.t4,wiston,witan,know,p3p
181.t5,hīe,hie,they,npm
181.t6,drihten,dryhten,lord,as
181.t7,"God,",God,God,as
182.t1,nē,ne,nor,indeclinable
182.t2,hīe,hie,they,npm
182.t3,hūru,huru,indeed,indeclinable
182.t4,heofena,heofon,heaven,gp
182.t5,helm,helm,protector,as
182.t6,herian,herian,praise,i
182.t7,ne,ne,not,indeclinable
182.t8,"cūþon,",cunnan,can,p3p
183.t1,wuldres,wuldor,glory,gs
183.t2,waldend.,wealdend,ruler,as
183.t3,Wā,wa,woe,indeclinable
183.t4,bið,beon,be,pr3s
183.t5,þǣm,se,he,dsm
183.t6,ðe,þe,who,in
183.t7,sceal,sculan,must,pr3s
184.t1,þurh,þurh,in,indeclinable
184.t2,slīðne,slið,fierce,asm
184.t3,nīð,nið,enmity,as
184.t4,sāwle,sawol,soul,as
184.t5,bescūfan,bescufan,shove,i
185.t1,in,in,in,indeclinable
185.t2,fȳres,fyr,fire,gs
185.t3,"fæþm,",fæðm,embrace,as
185.t4,frōfre,frofor,comfort,gs
185.t5,ne,ne,not,indeclinable
185.t6,"wēnan,",wenan,expect,i
186.t1,wihte,wihte,at all,indeclinable
186.t2,gewendan;,gewendan,change,i
186.t3,wēl,wel,well,indeclinable
186.t4,bið,beon,be,pr3s
186.t5,þǣm,se,he,dsm
186.t6,þe,þe,who,in
186.t7,mōt,motan,may,pr3s
187.t1,æfter,æfter,after,indeclinable
187.t2,dēaðdæge,deað-dæg,death-day,ds
187.t3,drihten,dryhten,lord,as
187.t4,sēcean,secan,seek,i
188.t1,ond,ond,and,indeclinable
188.t2,tō,to,from,indeclinable
188.t3,fæder,fæder,father,gs
188.t4,fæþmum,fæðm,embrace,dp
188.t5,freoðo,freoðo,peace,gs
188.t6,wilnian.,wilnian,ask for,i
189.t1,Swā,swa,thus,indeclinable
189.t2,ðā,seo,the,asf
189.t3,mǣlceare,mæl-cearu,sorrow of the time,as
189.t4,maga,maga,son,ns
189.t5,Healfdenes,Healfdene,Healfdene,gs
190.t1,singāla,singala,continually,indeclinable
190.t2,sēað;,seoðan,brood over,p3s
190.t3,ne,ne,not,indeclinable
190.t4,mihte,magan,could,p3s
190.t5,snotor,snotor,wise,nsm
190.t6,hæleð,hæle,man,ns
191.t1,wēan,wea,woe,as
191.t2,onwendan;,onwendan,turn aside,i
191.t3,wæs,wesan,be,p3s
191.t4,þæt,þæt,that,nsn
191.t5,gewin,gewinn,strife,ns
191.t6,tō,to,too,indeclinable
191.t7,"swȳð,",swið,strong,nsn
192.t1,lāþ,lað,hateful,nsn
192.t2,ond,ond,and,indeclinable
192.t3,"longsum,",longsum,long-lasting,nsn
192.t4,þē,þe,which,in
192.t5,on,on,to,indeclinable
192.t6,ðā,se,the,npm
192.t7,lēode,leod,man,ap
192.t8,"becōm,",becuman,come,p3s
193.t1,nȳdwracu,nyd-wracu,dire distress,ns
193.t2,"nīþgrim,",nið-grimm,cruel,nsf
193.t3,nihtbealwa,niht-bealo,night-evil,np
193.t4,mǣst.,mæst,greatest,nsns
194.t1,Þæt,þæt,that,asn
194.t2,fram,fram,from,indeclinable
194.t3,hām,ham,home,ds
194.t4,gefrægn,gefrignan,hear,p3s
194.t5,Higelāces,Hygelac,Hygelac,gs
194.t6,þegn,þegn,retainer,ns
195.t1,gōd,god,good,nsm
195.t2,mid,mid,among,indeclinable
195.t3,"Gēatum,",Geatas,Geats,dp
195.t4,Grendles,Grendel,Grendel,gs
195.t5,dǣda;,dæd,deed,ap
196.t1,sē,se,he,nsm
196.t2,wæs,wesan,be,p3s
196.t3,moncynnes,monn-cynn,mankind,gs
196.t4,mægenes,mægen,strength,gs
196.t5,strengest,strang,strong,nsms
197.t1,on,on,in,indeclinable
197.t2,þǣm,se,that,dsm
197.t3,dæge,dæg,day,ds
197.t4,þysses,þis,this,gsn
197.t5,"līfes,",lif,life,gs
198.t1,æþele,æþele,noble,nsm
198.t2,ond,ond,and,indeclinable
198.t3,ēacen.,eacen,mighty,nsm
198.t4,Hēt,hatan,order,p3s
198.t5,him,he,he,dsm
198.t6,ȳðlidan,yð-lida,wave-traverser,as
199.t1,gōdne,god,good,asm
199.t2,gegyrwan;,gegyrwan,prepare,i
199.t3,"cwæð,",cweðan,say,p3s
199.t4,hē,he,he,nsm
199.t5,gūðcyning,guð-cyning,war-king,as
200.t1,ofer,ofer,across,indeclinable
200.t2,swanrāde,swan-rad,swan's riding-place,as
200.t3,sēcean,secan,seek out,i
200.t4,"wolde,",willan,want,p3s
201.t1,mǣrne,mære,famous,asm
201.t2,"þēoden,",þeoden,lord,as
201.t3,þā,þa,since,indeclinable
201.t4,him,he,he,dsm
201.t5,wæs,wesan,be,p3s
201.t6,manna,monn,man,gp
201.t7,þearf.,þearf,need,ns
202.t1,Ðone,se,that,asm
202.t2,sīðfæt,sið-fæt,expedition,as
202.t3,him,he,he,dsm
202.t4,snotere,snotor,wise,npm
202.t5,ceorlas,ceorl,man,np
203.t1,lȳthwōn,lythwon,little (=not),indeclinable
203.t2,"lōgon,",lean,dissuade from,p3p
203.t3,þēah,þeah,though,indeclinable
203.t4,hē,he,he,nsm
203.t5,him,hie,they,dpm
203.t6,lēof,leof,dear,nsm
203.t7,wǣre;,wesan,be,pc3s
204.t1,hwetton,hwettan,urge,p3p
204.t2,"higerōfne,",hige-rof,brave-hearted,asm
204.t3,hǣl,hæl,omen,as
204.t4,scēawedon.,sceawian,examine,p3p
205.t1,Hæfde,habban,have,p3s
205.t2,se,se,the,nsm
205.t3,gōda,god,good,nsm
205.t4,Gēata,Geatas,Geats,gp
205.t5,lēoda,leod,man,gp
206.t1,cempan,cempa,warrior,ap
206.t2,"gecorone,",geceosan,choose,ppapm
206.t3,þāra,se,that,gpm
206.t4,þe,þe,whom,in
206.t5,hē,he,he,nsm
206.t6,cēnoste,cene,brave,apms
207.t1,findan,findan,find,i
207.t2,mihte.,magan,could,p3s
207.t3,Fīftȳna,fiftyne,fifteen,gpm
207.t4,sum,sum,one,nsm
208.t1,sundwudu,sund-wudu,sea-wood,as
208.t2,sōhte;,secan,seek,p3s
208.t3,secg,secg,man,ns
208.t4,"wīsade,",wisian,point out,p3s
209.t1,lagucræftig,lagu-cræftig,sea-skilled,nsm
209.t2,mon,monn,man,ns
209.t3,landgemyrcu.,land-gemyrce,coastline,ap
210.t1,Fyrst,fyrst,time,ns
210.t2,forð,forð,forth,indeclinable
210.t3,gewāt;,gewitan,go,p3s
210.t4,flota,flota,ship,ns
210.t5,wæs,wesan,be,p3s
210.t6,on,on,on,indeclinable
210.t7,"ȳðum,",yð,wave,dp
211.t1,bāt,bat,boat,ns
211.t2,under,under,under,indeclinable
211.t3,beorge.,beorg,cliff,ds
211.t4,Beornas,beorn,warrior,np
211.t5,gearwe,gearo,ready,npm
212.t1,on,on,on,indeclinable
212.t2,stefn,stefn,prow,as
212.t3,stigon.,stigan,step up,p3p
212.t4,Strēamas,stream,current,np
212.t5,"wundon,",windan,eddy,p3p
213.t1,sund,sund,sea,ns
213.t2,wið,wið,against,indeclinable
213.t3,sande.,sand,sand,ds
213.t4,Secgas,secg,man,np
213.t5,bǣron,beran,carry,p3p
214.t1,on,on,in,indeclinable
214.t2,bearm,bearm,bosom,as
214.t3,nacan,naca,ship,gs
214.t4,beorhte,beorht,bright,apf
214.t5,"frætwe,",frætwe,ornament,ap
215.t1,gūðsearo,guð-searo,armour,ap
215.t2,geatolīc;,geatolic,splendid,apn
215.t3,guman,guma,man,np
215.t4,ūt,ut,out,indeclinable
215.t5,"scufon,",scufan,shove,p3p
216.t1,weras,wer,man,np
216.t2,on,on,in,indeclinable
216.t3,wilsīð,wil-sið,desired journey,as
216.t4,wudu,wudu,wood,as
216.t5,bundenne.,bindan,brace,ppasm
217.t1,Gewāt,gewitan,go,p3s
217.t2,þā,þa,then,indeclinable
217.t3,ofer,ofer,over,indeclinable
217.t4,wǣgholm,wæg-holm,billowy sea,as
217.t5,winde,wind,wind,ds
217.t6,gefȳsed,gefysan,impel,ppnsm
218.t1,flota,flota,ship,ns
218.t2,fāmīheals,famig-heals,foamy-necked,nsm
218.t3,fugle,fugol,bird,ds
218.t4,"gelīcost,",gelic,like,nsms
219.t1,oð,oð þæt,until,indeclinable
219.t2,þæt,ymb,after,indeclinable
219.t3,ymb,an-tid,appropriate time,as
219.t4,āntīd,oþer,next,gsn
219.t5,ōþres,dogor,day,gs
220.t1,wundenstefna,wunden-stefna,curved prow,ns
220.t2,gewaden,gewadan,advance,pp
220.t3,"hæfde,",habban,have,p3s
221.t1,þæt,þæt,until,indeclinable
221.t2,ðā,se,the,npm
221.t3,līðende,liðend,seafarer,np
221.t4,land,land,land,as
221.t5,"gesāwon,",geseon,see,p3p
222.t1,brimclifu,brim-clif,sea-cliff,ap
222.t2,"blīcan,",blican,gleam,i
222.t3,beorgas,beorg,peak,ap
222.t4,"stēape,",steap,steep,apm
223.t1,sīde,sid,wide,apm
223.t2,sǣnæssas;,sæ-næss,headland,ap
223.t3,þā,þa,then,indeclinable
223.t4,wæs,wesan,be,p3s
223.t5,sund,sund,journey,ns
223.t6,"liden,",liðan,pass,pp
224.t1,eoletes,eolet,voyage (?) sea (?),gs
224.t2,æt,æt,at,indeclinable
224.t3,ende.,ende,end,ds
224.t4,Þanon,þonan,thence,indeclinable
224.t5,ūp,up,up,indeclinable
224.t6,hraðe,hraðe,quickly,indeclinable
225.t1,Wedera,Wederas,Weders,gp
225.t2,lēode,leod,man,np
225.t3,on,on,on,indeclinable
225.t4,wang,wong,plain,as
225.t5,"stigon,",stigan,step up,p3p
226.t1,sǣwudu,sæ-wudu,sea-wood,as
226.t2,"sǣldon,",sælan,moor,p3p
226.t3,syrcan,syrce,mail-coat,ap
226.t4,"hrysedon,",hryssan,shake,p3p
227.t1,gūðgewǣdo;,guð-gewæde,war-garment,ap
227.t2,Gode,God,God,ds
227.t3,þancedon,þancian,thank,p3p
228.t1,þæs,þæs þe,because,indeclinable
228.t2,þe,hie,they,dpm
228.t3,him,yð-lad,way across the waves,np
228.t4,ȳþlāde,eaðe,easy,npf
228.t5,ēaðe,weorðan,become,p3p
229.t1,Þā,þa,then,indeclinable
229.t2,of,of,from,indeclinable
229.t3,wealle,weall,cliff,ds
229.t4,geseah,geseon,see,p3s
229.t5,weard,weard,watchman,ns
229.t6,"Scildinga,",Scyldingas,Scyldings,gp
230.t1,sē,se,he,nsm
230.t2,þe,þe,who,in
230.t3,holmclifu,holm-clif,sea-cliff,ap
230.t4,healdan,healdan,guard,i
230.t5,"scolde,",sculan,be to,p3s
231.t1,beran,beran,carry,i
231.t2,ofer,ofer,over,indeclinable
231.t3,bolcan,bolca,gangplank,as
231.t4,beorhte,beorht,bright,apm
231.t5,"randas,",rond,shield,ap
232.t1,fyrdsearu,fyrd-searo,war-gear,ap
232.t2,fūslicu;,fuslic,ready,asn
232.t3,hine,he,he,asm
232.t4,fyrwyt,fyrwet,curiosity,ns
232.t5,bræc,brecan,press,p3s
233.t1,mōdgehygdum,mod-gehygd,thought,dp
233.t2,hwæt,hwæt,who,nsn
233.t3,þā,se,that,npm
233.t4,men,monn,man,np
233.t5,wǣron.,wesan,be,p3p
234.t1,Gewāt,gewitan,go,p3s
234.t2,him,he,himself,dsm
234.t3,þā,þa,then,indeclinable
234.t4,tō,to,to,indeclinable
234.t5,waroðe,waroð,shore,ds
234.t6,wicge,wicg,horse,ds
234.t7,rīdan,ridan,ride,i
235.t1,þegn,þegn,retainer,ns
235.t2,"Hrōðgāres,",Hroðgar,Hrothgar,gs
235.t3,þrymmum,þrym,force,dp
235.t4,cwehte,cweccan,shake,p3s
236.t1,mægenwudu,mægen-wudu,mighty spear,as
236.t2,"mundum,",mund,hand,dp
236.t3,meþelwordum,meþel-word,formal word,dp
236.t4,frægn:,frignan,ask,p3s
237.t1,‘Hwæt,hwæt,what sort,nsn
237.t2,syndon,beon,be,pr2p
237.t3,gē,ge,you,np
237.t4,"searohæbbendra,",searo-hæbbend,armed warrior,gp
238.t1,byrnum,byrne,mail-coat,dp
238.t2,"werede,",werian,protect,ppnpm
238.t3,þē,þe,who,in
238.t4,þus,þus,thus,indeclinable
238.t5,brontne,bront,tall,asm
238.t6,cēol,ceol,ship,as
239.t1,ofer,ofer,over,indeclinable
239.t2,lagustrǣte,lagu-stræt,seaway,as
239.t3,lǣdan,lædan,bring,i
239.t4,"cwōmon,",cuman,come,p2p
240.t1,hider,hider,hither,indeclinable
240.t2,ofer,ofer,over,indeclinable
240.t3,holmas?,holm,sea,ap
240.t4,Ic,ic,I,ns
240.t5,hwīle,hwil,long,as
240.t6,wæs,wesan,be,p1s
241.t1,"endesǣta,",ende-sæta,border guard,ns
241.t2,ǣgwearde,eg-weard,watch by the sea,as
241.t3,"hēold,",healdan,keep,p1s
242.t1,þē,þæt,by which,isn
242.t2,on,on,in,indeclinable
242.t3,land,land,land,as
242.t4,Dena,Dene,Danes,gp
242.t5,lāðra,lað,enemy,gpm
242.t6,nǣnig,nænig,no one,nsm
243.t1,mid,mid,with,indeclinable
243.t2,scipherge,scip-here,naval force,ds
243.t3,sceðþan,sceððan,do harm,i
243.t4,ne,ne,not,indeclinable
243.t5,meahte.,magan,could,pc3s
244.t1,Nō,no,not at all,indeclinable
244.t2,hēr,her,here,indeclinable
244.t3,cūðlīcor,cuðlice,openly,c
244.t4,cuman,cuman,come,i
244.t5,ongunnon,onginnan,begin,p3p
245.t1,"lindhæbbende,",lind-habbend,shield-bearer,np
245.t2,nē,ne,nor,indeclinable
245.t3,gē,ge,you,np
245.t4,lēafnesword,leafnes-word,permission,as
246.t1,gūðfremmendra,guð-fremmend,war-maker,gp
246.t2,gearwe,gearwe,at all,indeclinable
246.t3,ne,ne,not,indeclinable
246.t4,"wisson,",witan,know,p2p
247.t1,māga,mæg,kinsman,gp
247.t2,gemēdu.,gemede,consent,ap
247.t3,Nǣfre,næfre,never,indeclinable
247.t4,ic,ic,I,ns
247.t5,māran,mara,greater,asmc
247.t6,geseah,geseon,see,p1s
248.t1,eorla,eorl,warrior,gp
248.t2,ofer,ofer,on,indeclinable
248.t3,eorþan,eorðe,earth,as
248.t4,ðonne,þonne,than,indeclinable
248.t5,is,beon,be,pr3s
248.t6,ēower,ge,you,gp
248.t7,"sum,",sum,one,nsm
249.t1,secg,secg,man,ns
249.t2,on,on,in,indeclinable
249.t3,searwum;,searo,war-gear,dp
249.t4,nis,ne beon,be not,pr3s
249.t5,þæt,þæt,that,nsn
249.t6,"seldguma,",seld-guma,retainer,ns
250.t1,wǣpnum,wæpen,weapon,dp
250.t2,"geweorðad,",weorðian,honour,ppnsn
250.t3,næfne,nefne,unless,indeclinable
250.t4,him,he,he,dsm
250.t5,his,he,his,gsm
250.t6,wlite,wlite,appearance,ns
250.t7,"lēoge,",leogan,belie,prc3s
251.t1,ǣnlīc,ænlic,peerless,nsf
251.t2,ansȳn.,ansyn,appearance,ns
251.t3,Nū,nu,now,indeclinable
251.t4,iċ,ic,I,ns
251.t5,ēower,eower,your,asn
251.t6,sceal,sculan,must,pr1s
252.t1,frumcyn,frum-cynn,origin,as
252.t2,"witan,",witan,know,i
252.t3,ǣr,ær,rather than that,indeclinable
252.t4,gē,ge,you,np
252.t5,fyr,feor,further,c
252.t6,heonan,heonan,hence,indeclinable
253.t1,lēasscēaweras,leassceawere,spy,np
253.t2,on,on,in,indeclinable
253.t3,land,land,land,as
253.t4,Dena,Dene,Danes,gp
254.t1,furþur,furþur,forward,indeclinable
254.t2,fēran.,feran,go,prc2p
254.t3,Nū,nu,now,indeclinable
254.t4,gē,ge,you,np
254.t5,"feorbūend,",feor-buend,far dweller,np
255.t1,"merelīðende,",mere-liðend,seafarer,np
255.t2,mīnne,min,my,asm
255.t3,gehȳrað,gehyran,hear,im2p
256.t1,ānfealdne,anfeald,simple,asm
256.t2,geþōht:,geþoht,thought,as
256.t3,ofost,ofost,haste,ns
256.t4,is,beon,be,pr3s
256.t5,sēlest,selest,best,nsfs
257.t1,tō,to,to,indeclinable
257.t2,gecȳðanne,gecyðan,make known,if
257.t3,hwanan,hwanan,whence,indeclinable
257.t4,ēowre,eower,your,npm
257.t5,cyme,cyme,coming,np
257.t6,syndon.’,beon,be,pr3p
258.t1,Him,he,he,dsm
258.t2,se,se,the,nsm
258.t3,yldesta,eald,eldest (=leader),nsms
258.t4,"andswarode,",andswarian,answer,p3s
259.t1,werodes,werod,host,gs
259.t2,"wīsa,",wisa,leader,ns
