ve_ref,value,word_value,lemma,gloss,part_of_speech,tag,case,mood
44.26.t2,σοι,σοι,σύ,"1: jij, u",,p2s---cd-,,
44.26.t3,ἐρῶ.,ἐρῶ,λέγω,"1: spreken, zeggen | verzamelen",verb,v1sfia---,,indicative
44.27.t1,τῇ,τῇ,ὁ,1: ,article,l-s---fd-,dative,
44.27.t2,γάρ,γάρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
44.27.t3,που,που,που,"anywhere, somewhere",adverb,d--------,,
44.27.t4,ὑστεραίᾳ,ὑστεραίᾳ,ὑστεραῖος,"following, next",adjective,a-s---fd-,dative,
44.27.t5,δεῖ,δεῖ,δέω,1: ,verb,v3spia---,,indicative
44.27.t6,με,με,ἐγώ,1: ik,,p1s---ca-,,
44.27.t7,ἀποθνῄσκειν,ἀποθνῄσκειν,ἀποθνῄσκω,1: sterven,verb,v--pna---,,infinitive
44.27.t8,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
44.27.t9,ᾗ,ᾗ,ὅς,"1: die, dat",pronoun,p-s---fd-,dative,
44.27.t10,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
44.27.t11,ἔλθῃ,ἔλθῃ,ἔρχομαι,"1: gaan, komen",verb,v3sasa---,,subjunctive
44.27.t12,τὸ,τὸ,ὁ,1: ,article,l-s---nn-,nominative,
44.27.t13,πλοῖον.,πλοῖον,πλοῖον,floating vessel,noun,n-s---nn-,nominative,
44.27.t14,[0],[0],,,,,,
44.28.t1,φασί,φασί,φημί,1: beweren,verb,v3ppia---,,indicative
44.28.t2,γέ,γέ,γε,"1: tenminste, inderdaad, juist",adverb,d--------,,
44.28.t3,τοι,τοι,τοι,"3: ""zie je""; ""weet je wel""",adverb,d--------,,
44.28.t4,δὴ,δὴ,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
44.28.t5,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
44.28.t6,τούτων,τούτων,οὗτος,1: die (daar),pronoun,p-p---ng-,genitive,
44.28.t7,κύριοι.,κύριοι,κύριος,having power or authority over,noun,n-p---mn-,nominative,
44.29.t1,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
44.29.t2,τοίνυν,τοίνυν,τοίνυν,"1: welnu; en verder, nu echter",adverb,d--------,,
44.29.t3,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
44.29.t4,ἐπιούσης,ἐπιούσης,ἐπέρχομαι,come upon,verb,v-sppafg-,genitive,participle
44.29.t5,ἡμέρας,ἡμέρας,ἡμέρα,1: dag,noun,n-s---fg-,genitive,
44.29.t6,οἶμαι,οἶμαι,οἴομαι,"1: menen, geloven, veronderstellen",verb,v1spie---,,indicative
44.29.t7,αὐτὸ,αὐτὸ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---na-,accusative,
44.29.t8,ἥξειν,ἥξειν,ἥκω,1: gekomen zijn,verb,v--fna---,,infinitive
44.29.t9,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
44.29.t10,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
44.29.t11,ἑτέρας.,ἑτέρας,ἕτερος,"1: een van beide, de ander",adjective,a-s---fg-,genitive,
44.30.t1,τεκμαίρομαι,τεκμαίρομαι,τεκμαίρομαι,"assign, ordain",verb,v1spie---,,indicative
44.30.t2,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
44.30.t3,ἔκ,ἔκ,ἐκ,1: ,preposition,r--------,,
44.30.t4,τινος,τινος,τις,"1: wie?, welke?",pronoun,p-s---ng-,genitive,
44.30.t5,ἐνυπνίου,ἐνυπνίου,ἐνύπνιον,thing seen in sleep,noun,n-s---ng-,genitive,
44.30.t6,ὃ,ὃ,ὅς,"1: die, dat",pronoun,p-s---na-,accusative,
44.30.t7,ἑώρακα,ἑώρακα,ὁράω,1: zien,verb,v1sria---,,indicative
44.30.t8,ὀλίγον,ὀλίγον,ὀλίγος,"1: klein, gering",adjective,a-s---na-,accusative,
44.30.t9,πρότερον,πρότερον,πρῶτος,1: eerste,adverb,d-------c,,
44.30.t10,ταύτης,ταύτης,οὗτος,1: die (daar),pronoun,p-s---fg-,genitive,
44.30.t11,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
44.30.t12,νυκτός·,νυκτός,νύξ,night,noun,n-s---fg-,genitive,
44.31.t1,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.31.t2,κινδυνεύεις,κινδυνεύεις,κινδυνεύω,"to be daring, run risk",verb,v2spia---,,indicative
44.31.t3,ἐν,ἐν,ἐν,"1: in, binnenin, temidden van",preposition,r--------,,
44.31.t4,καιρῷ,καιρῷ,καιρός,"due measure, proportion, fitness",noun,n-s---md-,dative,
44.31.t5,τινι,τινι,τις,"1: wie?, welke?",,p-s---cd-,,
44.31.t6,οὐκ,οὐκ,οὐ,1: niet,adverb,d--------,,
44.31.t7,ἐγεῖραί,ἐγεῖραί,ἐγείρω,"awaken, rouse",verb,v--ana---,,infinitive
44.31.t8,με.,με,ἐγώ,1: ik,,p1s---ca-,,
44.32.t1,ἦν,ἦν,εἰμί,1: gaan,verb,v3siia---,,indicative
44.32.t2,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
44.32.t3,δὴ,δὴ,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
44.32.t4,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---nn-,nominative,
44.32.t5,τὸ,τὸ,ὁ,1: ,article,l-s---nn-,nominative,
44.32.t6,ἐνύπνιον;,ἐνύπνιον,ἐνύπνιον,thing seen in sleep,noun,n-s---nn-,nominative,
44.33.t1,ἐδόκει,ἐδόκει,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v3siia---,,indicative
44.33.t2,τίς,τίς,τις,"1: wie?, welke?",,p-s---cn-,,
44.33.t3,μοι,μοι,ἐγώ,1: ik,,p1s---cd-,,
44.33.t4,γυνὴ,γυνὴ,γυνή,1: vrouw | echtgenote,noun,n-s---fn-,nominative,
44.33.t5,προσελθοῦσα,προσελθοῦσα,προσέρχομαι,1: naderbij komen,verb,v-sapafn-,nominative,participle
44.33.t6,καλὴ,καλὴ,καλός,1: mooi,adjective,a-s---fn-,nominative,
44.33.t7,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.33.t8,"εὐειδής,",εὐειδής,εὐειδής,"well-shaped, comely",adjective,a-s---fn-,nominative,
44.33.t9,λευκὰ,λευκὰ,λευκός,1: wit,adjective,a-p---na-,accusative,
44.33.t10,ἱμάτια,ἱμάτια,ἱμάτιον,"2: kledingstuk, mantel",noun,n-p---na-,accusative,
44.33.t11,"ἔχουσα,",ἔχουσα,ἔχω,"1: hebben, houden | iets zijn | zich vastklampen",verb,v-sppafn-,nominative,participle
44.33.t12,καλέσαι,καλέσαι,καλέω,1: (op/aan)roepen,verb,v--ana---,,infinitive
44.33.t13,με,με,ἐγώ,1: ik,,p1s---ca-,,
44.33.t14,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.33.t15,εἰπεῖν·,εἰπεῖν,λέγω,"1: spreken, zeggen | verzamelen",verb,v--ana---,,infinitive
44.34.t1,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
44.34.t2,"Σώκρατες,",Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
44.34.t3,ἤματί,ἤματί,ἦμαρ,day,noun,n-s---nd-,dative,
44.34.t4,κεν,κεν,ἄν,1: ,adverb,d--------,,
44.34.t5,τριτάτῳ,τριτάτῳ,τρίτατος,in the third place,adjective,a-s---nd-,dative,
44.34.t6,Φθίην,Φθίην,Φθία,,noun,n-s---fa-,accusative,
44.34.t7,ἐρίβωλον,ἐρίβωλον,ἐρίβωλος,,adjective,a-s---fa-,accusative,
44.34.t8,ἵκοιο.,ἵκοιο,ἱκνέομαι,come,verb,v2saom---,,optative
44.35.t1,ἄτοπον,ἄτοπον,ἄτοπος,"out of place, out of the way:",adjective,a-s---nn-,nominative,
44.35.t2,τὸ,τὸ,ὁ,1: ,article,l-s---nn-,nominative,
44.35.t3,"ἐνύπνιον,",ἐνύπνιον,ἐνύπνιον,thing seen in sleep,noun,n-s---nn-,nominative,
44.35.t4,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
44.35.t5,Σώκρατες.,Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
44.35.t6,[0],[0],,,,,,
44.36.t1,ἐναργὲς,ἐναργὲς,ἐναργής,"visible, palpable, in bodily shape",adjective,a-s---nn-,nominative,
44.36.t2,μὲν,μὲν,μέν,1: wel...,adverb,d--------,,
44.36.t3,"οὖν,",οὖν,οὖν,1: dus,adverb,d--------,,
44.36.t4,ὥς,ὥς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
44.36.t5,γέ,γέ,γε,"1: tenminste, inderdaad, juist",adverb,d--------,,
44.36.t6,μοι,μοι,ἐγώ,1: ik,,p1s---cd-,,
44.36.t7,"δοκεῖ,",δοκεῖ,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v3spia---,,indicative
44.36.t8,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
44.36.t9,Κρίτων.,Κρίτων,Κρίτων,,noun,n-s---mv-,vocative,
44.36.t10,[0],[0],,,,,,
44.37.t1,λίαν,λίαν,λίαν,"1: geheel en al, te (zeer)",adverb,d--------,,
44.37.t2,"γε,",γε,γε,"1: tenminste, inderdaad, juist",adverb,d--------,,
44.37.t3,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
44.37.t4,ἔοικεν.,ἔοικεν,ἔοικα,1: lijken | lijken (te),verb,v3sria---,,indicative
44.37.t5,[0],[0],,,,,,
44.38.t1,"ἀλλ’,",ἀλλ’,ἀλλά,1: maar,,b--------,,
44.38.t2,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
44.38.t3,δαιμόνιε,δαιμόνιε,δαιμόνιος,of or belonging to a,adjective,a-s---mv-,vocative,
44.38.t4,"Σώκρατες,",Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
44.38.t5,ἔτι,ἔτι,ἔτι,1: nog,adverb,d--------,,
44.38.t6,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.38.t7,νῦν,νῦν,νῦν,1: nu,adverb,d--------,,
44.38.t8,ἐμοὶ,ἐμοὶ,ἐγώ,1: ik,,p1s---cd-,,
44.38.t9,πιθοῦ,πιθοῦ,πείθω,1: overtuiging,verb,v2samm---,,imperative
44.38.t10,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.38.t11,σώθητι·,σώθητι,σῴζω,1: redden,verb,v2samp---,,imperative
44.39.t1,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
44.39.t2,"ἐμοί,",ἐμοί,ἐγώ,1: ik,,p1s---cd-,,
44.39.t3,ἐὰν,ἐὰν,ἐάν,"if haply, if",conjunction,c--------,,
44.39.t4,σὺ,σὺ,σύ,"1: jij, u",,p2s---cn-,,
44.39.t5,"ἀποθάνῃς,",ἀποθάνῃς,ἀποθνῄσκω,1: sterven,verb,v2sasa---,,subjunctive
44.39.t6,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
44.39.t7,μία,μία,εἷς,1: naar binnen | in | tot aan; tegen,,m-s---fn-,,
44.39.t8,συμφορά,συμφορά,συμφορά,"1: gebeurtenis, ongeluk",noun,n-s---fn-,nominative,
44.39.t9,"ἐστιν,",ἐστιν,εἰμί,1: gaan,verb,v3spia---,,indicative
44.39.t10,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
44.39.t11,χωρὶς,χωρὶς,χωρίς,"1: gescheiden, uitgezonderd",preposition,r--------,,
44.39.t12,μὲν,μὲν,μέν,1: wel...,adverb,d--------,,
44.39.t13,τοῦ,τοῦ,ὁ,1: ,,l-s---ng-,,
44.39.t14,ἐστερῆσθαι,ἐστερῆσθαι,εἰστερέω,,verb,v--pne---,,infinitive
44.39.t15,τοιούτου,τοιούτου,τοιοῦτος,"1: zulke, zo´n, van die aard",pronoun,p-s---mg-,genitive,
44.39.t16,ἐπιτηδείου,ἐπιτηδείου,ἐπιτήδειος,"made for an end or purpose, fit",adjective,a-s---mg-,genitive,
44.39.t17,οἷον,οἷον,οἷος,1: (zo een)... als,pronoun,p-s---ma-,accusative,
44.39.t18,ἐγὼ,ἐγὼ,ἐγώ,1: ik,,p1s---cn-,,
44.39.t19,οὐδένα,οὐδένα,οὐδείς,"1: niemand, niets",pronoun,p-s---ma-,accusative,
44.39.t20,μή,μή,μή,1: niet,adverb,d--------,,
44.39.t21,ποτε,ποτε,ποτέ,1: wanneer?,adverb,d--------,,
44.39.t22,"εὑρήσω,",εὑρήσω,εὑρίσκω,1: toevallig vinden,verb,v1sfia---,,indicative
44.39.t23,ἔτι,ἔτι,ἔτι,1: nog,adverb,d--------,,
44.39.t24,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
44.39.t25,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.39.t26,πολλοῖς,πολλοῖς,πολύς,1: talrijk,adjective,a-p---md-,dative,
44.39.t27,"δόξω,",δόξω,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v2spma---,,imperative
44.39.t28,οἳ,οἳ,ὅς,"1: die, dat",pronoun,p-p---mn-,nominative,
44.39.t29,ἐμὲ,ἐμὲ,ἐγώ,1: ik,,p1s---ca-,,
44.39.t30,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.39.t31,σὲ,σὲ,σύ,"1: jij, u",,p2s---ca-,,
44.39.t32,μὴ,μὴ,μή,1: niet,adverb,d--------,,
44.39.t33,σαφῶς,σαφῶς,σαφής,"1: klaar, duidelijk, vanzelfsprekend",adverb,d--------,,
44.39.t34,"ἴσασιν,",ἴσασιν,οἶδα,"1: weten, kennen",verb,v3spia---,,indicative
44.39.t35,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",adverb,d--------,,
44.39.t36,οἷός,οἷός,οἷος,1: (zo een)... als,pronoun,p-s---mn-,nominative,
44.39.t37,τ’,τ’,τε,1: en,conjunction,c--------,,
44.39.t38,ὤν,ὤν,εἰμί,1: gaan,verb,v-sppamn-,nominative,participle
44.39.t39,σε,σε,σύ,"1: jij, u",,p2s---ca-,,
44.39.t40,σῴζειν,σῴζειν,σῴζω,1: redden,verb,v--pna---,,infinitive
44.39.t41,εἰ,εἰ,εἰ,"1: als, indien, in geval | of",conjunction,c--------,,
44.39.t42,ἤθελον,ἤθελον,ἐθέλω,1: willen,verb,v1siia---,,indicative
44.39.t43,ἀναλίσκειν,ἀναλίσκειν,ἀναλίσκω,"use up, spend",verb,v--pna---,,infinitive
44.39.t44,"χρήματα,",χρήματα,χρῆμα,"1: gebruiksvoorwerp, zaak, ding | middelen --> geld",noun,n-p---na-,accusative,
44.39.t45,ἀμελῆσαι.,ἀμελῆσαι,ἀμελέω,"1: verwaarlozen, zich niet bekommeren om | verzuimen",verb,v--ana---,,infinitive
44.40.t1,καίτοι,καίτοι,καίτοι,1: nu echter | hoewel,adverb,d--------,,
44.40.t2,τίς,τίς,τίς,"1: wie?, welke?",,p-s---cn-,,
44.40.t3,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
44.40.t4,αἰσχίων,αἰσχίων,αἰσχρός,"causing shame, dishonouring, reproachful",adjective,a-s---fnc,nominative,
44.40.t5,εἴη,εἴη,εἰμί,1: gaan,verb,v3spoa---,,optative
44.40.t6,ταύτης,ταύτης,οὗτος,1: die (daar),pronoun,p-s---fg-,genitive,
44.40.t7,δόξα,δόξα,δόξα,expectation,noun,n-s---fn-,nominative,
44.40.t8,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
44.40.t9,δοκεῖν,δοκεῖν,δοκέω,"1: menen, geloven, zich verbeelden | beslissen | lijken, beschouwd worden als, doorgaan voor | het lijkt iemand; iemand beslist",verb,v--pna---,,infinitive
44.40.t10,χρήματα,χρήματα,χρῆμα,"1: gebruiksvoorwerp, zaak, ding | middelen --> geld",noun,n-p---na-,accusative,
44.40.t11,περὶ,περὶ,περί,"1: aangaande, over; ομ | om...heen, omstreeks; met betrekking tot",preposition,r--------,,
44.40.t12,πλείονος,πλείονος,πολύς,1: talrijk,,a-s---ngc,,
44.40.t13,ποιεῖσθαι,ποιεῖσθαι,ποιέω,"1: maken, doen, handelen | dichten | doen",verb,v--pne---,,infinitive
44.40.t14,ἢ,ἢ,ἤ,1: zeker | werkelijk (partikel in een directe vraag),conjunction,c--------,,
44.40.t15,φίλους;,φίλους,φίλος,1: bevriend,adjective,a-p---ma-,accusative,
44.40.t16,[0],[0],,,,,,
44.41.t1,οὐ,οὐ,οὐ,1: niet,adverb,d--------,,
44.41.t2,γὰρ,γὰρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
44.41.t3,πείσονται,πείσονται,πείθω,1: overtuiging,verb,v3pfim---,,indicative
44.41.t4,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
44.41.t5,πολλοὶ,πολλοὶ,πολύς,1: talrijk,adjective,a-p---mn-,nominative,
44.41.t6,ὡς,ὡς,ὡς,"1: zoals, zodra, omdat, opdat, zodat  | dat",conjunction,c--------,,
44.41.t7,σὺ,σὺ,σύ,"1: jij, u",,p2s---cn-,,
44.41.t8,αὐτὸς,αὐτὸς,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-s---mn-,nominative,
44.41.t9,οὐκ,οὐκ,οὐ,1: niet,adverb,d--------,,
44.41.t10,ἠθέλησας,ἠθέλησας,ἐθέλω,1: willen,verb,v2saia---,,indicative
44.41.t11,ἀπιέναι,ἀπιέναι,ἀπέρχομαι,"1: weggaan, vertrekken",verb,v--pna---,,infinitive
44.41.t12,ἐνθένδε,ἐνθένδε,ἐνθένδε,hence,adverb,d--------,,
44.41.t13,ἡμῶν,ἡμῶν,ἐγώ,1: ik,,p1p---cg-,,
44.41.t14,προθυμουμένων.,προθυμουμένων,προθυμέομαι,"to be ready, willing, eager to do",verb,v-pppemg-,genitive,participle
44.42.t1,ἀλλὰ,ἀλλὰ,ἀλλά,1: maar,,b--------,,
44.42.t2,τί,τί,τίς,"1: wie?, welke?",pronoun,p-s---na-,accusative,
44.42.t3,"ἡμῖν,",ἡμῖν,ἐγώ,1: ik,,p1p---cd-,,
44.42.t4,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
44.42.t5,μακάριε,μακάριε,μακάριος,"blessed, happy",adjective,a-s---mv-,vocative,
44.42.t6,"Κρίτων,",Κρίτων,Κρίτων,,noun,n-s---mv-,vocative,
44.42.t7,οὕτω,οὕτω,οὕτως,"1: zo, op die wijze",adverb,d--------,,
44.42.t8,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
44.42.t9,τῶν,τῶν,ὁ,1: ,article,l-p---mg-,genitive,
44.42.t10,πολλῶν,πολλῶν,πολύς,1: talrijk,adjective,a-p---mg-,genitive,
44.42.t11,δόξης,δόξης,δόξα,expectation,noun,n-s---fg-,genitive,
44.42.t12,μέλει;,μέλει,μέλω,"1: bezorgd zijn | zorg dragen, zich ontfermen, bedacht zijn",verb,v3spia---,,indicative
44.43.t1,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
44.43.t2,γὰρ,γὰρ,γάρ,"1: want, immers, namelijk | (in levendige vragen) toch, dan?",adverb,d--------,,
44.43.t3,"ἐπιεικέστατοι,",ἐπιεικέστατοι,ἐπιεικής,"fitting, meet, suitable",adjective,a-p---mns,nominative,
44.43.t4,ὧν,ὧν,ὅς,"1: die, dat",pronoun,p-p---mg-,genitive,
44.43.t5,μᾶλλον,μᾶλλον,μάλα,"1: zeer, veel",adverb,d-------c,,
44.43.t6,ἄξιον,ἄξιον,ἄξιος,"1: waardig, waardevol, goedkoop | (iets) waard",adjective,a-s---nn-,nominative,
44.43.t7,"φροντίζειν,",φροντίζειν,φροντίζω,"1: denken | bekommerd zijn om, zorg dragen voor",verb,v--pna---,,infinitive
44.43.t8,ἡγήσονται,ἡγήσονται,ἡγέομαι,"1: menen | leiden | de weg wijzen, gidsen",verb,v3pfim---,,indicative
44.43.t9,αὐτὰ,αὐτὰ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-p---na-,accusative,
44.43.t10,οὕτω,οὕτω,οὕτως,"1: zo, op die wijze",adverb,d--------,,
44.43.t11,πεπρᾶχθαι,πεπρᾶχθαι,πράσσω,,verb,v--rne---,,infinitive
44.43.t12,ὥσπερ,ὥσπερ,ὥσπερ,1: zoals,conjunction,c--------,,
44.43.t13,ἂν,ἂν,ἄν,1: ,adverb,d--------,,
44.43.t14,πραχθῇ.,πραχθῇ,πράσσω,,verb,v3sasp---,,subjunctive
44.43.t15,[0],[0],,,,,,
44.44.t1,ἀλλ’,ἀλλ’,ἀλλά,1: maar,,b--------,,
44.44.t2,ὁρᾷς,ὁρᾷς,ὁράω,1: zien,verb,v2spia---,,indicative
44.44.t3,δὴ,δὴ,δή,"1: al, reeds | dus, dan toch",adverb,d--------,,
44.44.t4,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
44.44.t5,"ἀνάγκη,",ἀνάγκη,ἀνάγκη,"force, constraint, necessity",noun,n-s---fn-,nominative,
44.44.t6,ὦ,ὦ,ὦ,1: (blijft onvertaald),interjection,i--------,,
44.44.t7,"Σώκρατες,",Σώκρατες,Σωκράτης,,noun,n-s---mv-,vocative,
44.44.t8,καὶ,καὶ,καί,"1: en | ook, zelfs",,b--------,,
44.44.t9,τῆς,τῆς,ὁ,1: ,article,l-s---fg-,genitive,
44.44.t10,τῶν,τῶν,ὁ,1: ,article,l-p---mg-,genitive,
44.44.t11,πολλῶν,πολλῶν,πολύς,1: talrijk,adjective,a-p---mg-,genitive,
44.44.t12,δόξης,δόξης,δόξα,expectation,noun,n-s---fg-,genitive,
44.44.t13,μέλειν.,μέλειν,μέλω,"1: bezorgd zijn | zorg dragen, zich ontfermen, bedacht zijn",verb,v--pna---,,infinitive
44.44.t14,[0],[0],,,,,,
44.45.t1,αὐτὰ,αὐτὰ,αὐτός,"1: zelf | (in afhankelijke naamvallen) hem, haar, hen",pronoun,p-p---nn-,nominative,
44.45.t2,δὲ,δὲ,δέ,"1: en, echter (leidt een tegenstelling of een verbinding in, blijft vaak onvertaald)",adverb,d--------,,
44.45.t3,δῆλα,δῆλα,δῆλος,"visible, conspicuous",adjective,a-p---nn-,nominative,
44.45.t4,τὰ,τὰ,ὁ,1: ,article,l-p---nn-,nominative,
44.45.t5,παρόντα,παρόντα,πάρειμι,1: aanwezig zijn,verb,v-pppann-,nominative,participle
44.45.t6,νυνὶ,νυνὶ,νυνί,"now, at this moment",adverb,d--------,,
44.45.t7,ὅτι,ὅτι,ὅτι,"1: omdat, dat",conjunction,c--------,,
44.45.t8,οἷοί,οἷοί,οἷος,1: (zo een)... als,pronoun,p-p---mn-,nominative,
44.45.t9,τ’,τ’,τε,1: en,conjunction,c--------,,
44.45.t10,εἰσὶν,εἰσὶν,εἰμί,1: gaan,verb,v3ppia---,,indicative
44.45.t11,οἱ,οἱ,ὁ,1: ,article,l-p---mn-,nominative,
44.45.t12,πολλοὶ,πολλοὶ,πολύς,1: talrijk,adjective,a-p---mn-,nominative,
