ve_ref,value,word_value,lemma,part_of_speech,gloss (eng),parse,tag
33.t18,ὥσπερ,ὥσπερ,ὥσπερ,CONJ,"just as if, even as",INDECL,c--------
33.t19,οὐδὲ,οὐδὲ,οὐδέ,ADV,and/but not; not even,INDECL,d--------
33.t20,πρὸς,πρὸς,πρός,PREP,"(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding",INDECL,r--------
33.t21,τἆλλα,τἆλλα,,,,,
33.t22,τἀγαθὰ,τἀγαθὰ,,,,,
33.t23,προσάντης,προσάντης,προσάντης,ADJ,"rising up against, uphill, steep",NOM.SG M,a-s---mn-
33.t24,"ἦν,",ἦν,εἰμί,VERB,to be,IMPRF ACT 3SG IND,v3siia---
33.t25,οὐδὲ,οὐδὲ,οὐδέ,ADV,and/but not; not even,INDECL,d--------
33.t26,πρὸς,πρὸς,πρός,PREP,"(w. gen.) from; (w. dat.) at, near, in addition to; (w. acc.) to, toward, regarding",INDECL,r--------
33.t27,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
33.t28,θάνατον,θάνατον,θάνατος,NOUN,death,ACC.SG M,n-s---ma-
33.t29,"ἐμαλακίσατο,",ἐμαλακίσατο,μαλακίζομαι,VERB,to be softened,AOR MID 3SG IND,v3saim---
33.t30,ἀλλʼ,ἀλλʼ,ἀλλά,,"otherwise, but",INDECL,b--------
33.t31,ἱλαρῶς,ἱλαρῶς,ἱλαρός,ADV,"cheerful, gay, merry, joyous",INDECL,d--------
33.t32,καὶ,καὶ,καί,,"and, also",INDECL,b--------
33.t33,προσεδέχετο,προσεδέχετο,προσδέχομαι,VERB,"to receive favourably, accept",IMPRF MID 3SG IND,v3siie---
33.t34,αὐτὸν,αὐτὸν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
33.t35,καὶ,καὶ,καί,,"and, also",INDECL,b--------
33.t36,ἐπετελέσατο.,ἐπετελέσατο,ἐπιτελέω,VERB,"to complete, finish, accomplish",AOR MID 3SG IND,v3saim---
34.t1,ἐγὼ,ἐγὼ,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
34.t2,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
34.t3,δὴ,δὴ,δή,ADV,[interactional particle: S&H on same page],INDECL,d--------
34.t4,κατανοῶν,κατανοῶν,κατανοέω,VERB,"to observe well, to understand",PRES ACT NOM.SG M PTCP,v-sppamn-
34.t5,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
34.t6,ἀνδρὸς,ἀνδρὸς,ἀνήρ,NOUN,a man,GEN.SG M,n-s---mg-
34.t7,τήν,τήν,ὁ,ART,the,ACC.SG F,l-s---fa-
34.t8,τε,τε,τε,,and,INDECL,b--------
34.t9,σοφίαν,σοφίαν,σοφία,NOUN,skill,ACC.SG F,n-s---fa-
34.t10,καὶ,καὶ,καί,,"and, also",INDECL,b--------
34.t11,τὴν,τὴν,ὁ,ART,the,ACC.SG F,l-s---fa-
34.t12,γενναιότητα,γενναιότητα,γενναιότης,NOUN,"nobleness of character, nobility",ACC.SG F,n-s---fa-
34.t13,οὔτε,οὔτε,οὔτε,,neither / nor,INDECL,b--------
34.t14,μὴ,μὴ,μή,ADV,not,INDECL,d--------
34.t15,μεμνῆσθαι,μεμνῆσθαι,μιμνῄσκω,VERB,,PRF MID INF,v--rne---
34.t16,δύναμαι,δύναμαι,δύναμαι,VERB,"to be able, capable, strong enough",PRES MID 1SG IND,v1spie---
34.t17,αὐτοῦ,αὐτοῦ,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,GEN.SG M,a-s---mg-
34.t18,οὔτε,οὔτε,οὔτε,,neither / nor,INDECL,b--------
34.t19,μεμνημένος,μεμνημένος,μιμνῄσκω,VERB,,PRF MID NOM.SG M PTCP,v-srpemn-
34.t20,μὴ,μὴ,μή,ADV,not,INDECL,d--------
34.t21,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
34.t22,ἐπαινεῖν.,ἐπαινεῖν,ἐπαινέω,VERB,"to approve, applaud, commend",PRES ACT INF,v--pna---
34.t23,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
34.t24,δέ,δέ,δέ,,but,INDECL,b--------
34.t25,τις,τις,τις,ADJ,"any one, any thing, some one, some thing",NOM.SG c,a-s---cn-
34.t26,τῶν,τῶν,ὁ,ART,the,GEN.PL F,l-p---fg-
34.t27,ἀρετῆς,ἀρετῆς,ἀρετή,NOUN,"goodness, excellence",GEN.SG F,n-s---fg-
34.t28,ἐφιεμένων,ἐφιεμένων,ἐφίημι,VERB,to send to; (mid) to long for,PRES MID GEN.PL M PTCP,v-pppemg-
34.t29,ὠφελιμωτέρῳ,ὠφελιμωτέρῳ,ὠφέλιμος,ADJ,"useful, advantageous, beneficial",DAT.SG N COMP,a-s---ndc
34.t30,τινὶ,τινὶ,τις,ADJ,"any one, any thing, some one, some thing",DAT.SG c,a-s---cd-
34.t31,Σωκράτους,Σωκράτους,Σωκράτης,NOUN,Socrates,GEN.SG M,n-s---mg-
34.t32,"συνεγένετο,",συνεγένετο,συγγίγνομαι,VERB,to be with,AOR MID 3SG IND,v3saim---
34.t33,ἐκεῖνον,ἐκεῖνον,ἐκεῖνος,ADJ,"that over there, that",ACC.SG M,a-s---ma-
34.t34,ἐγὼ,ἐγὼ,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
34.t35,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
34.t36,ἄνδρα,ἄνδρα,ἀνήρ,NOUN,a man,ACC.SG M,n-s---ma-
34.t37,ἀξιομακαριστότατον,ἀξιομακαριστότατον,ἀξιομακάριστος,ADJ,worthy to be deemed happy,ACC.SG M SUP,a-s---mas
34.t38,νομίζω.,νομίζω,νομίζω,VERB,to have as a custom; to believe,PRES ACT 1SG IND,v1spia---
4.t1,ἐπεὶ,ἐπεὶ,ἐπεί,CONJ,"after, since, when",INDECL,c--------
4.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
4.t3,αὐτὸν,αὐτὸν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
4.t4,πάλιν,πάλιν,πάλιν,ADV,"back, backwards",INDECL,d--------
4.t5,λέγειν·,λέγειν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",PRES ACT INF,v--pna---
4.t6,οὐχ,οὐχ,οὐ,ADV,not,INDECL,d--------
4.t7,ὁρᾷς,ὁρᾷς,ὁράω,VERB,to see,PRES ACT 2SG IND,v2spia---
4.t8,τὰ,τὰ,ὁ,ART,the,ACC.PL N,l-p---na-
4.t9,Ἀθηναίων,Ἀθηναίων,Ἀθηναῖος,ADJ,"Athenian, of Athens",GEN.PL M,a-p---mg-
4.t10,δικαστήρια,δικαστήρια,δικαστήριον,NOUN,a court of justice,ACC.PL N,n-p---na-
4.t11,ὡς,ὡς,ὡς,CONJ,"as, how",INDECL,c--------
4.t12,πολλάκις,πολλάκις,πολλάκις,ADV,"many times, often, oft",INDECL,d--------
4.t13,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
4.t14,οὐδὲν,οὐδὲν,οὐδείς,ADJ,"not one, nobody",ACC.SG N,a-s---na-
4.t15,ἀδικοῦντας,ἀδικοῦντας,ἀδικέω,VERB,to do wrong,PRES ACT ACC.PL M PTCP,v-pppama-
4.t16,λόγῳ,λόγῳ,λόγος,NOUN,the word,DAT.SG M,n-s---md-
4.t17,παραχθέντες,παραχθέντες,παράγω,VERB,to lead by,AOR PASS NOM.PL M PTCP,v-pappmn-
4.t18,"ἀπέκτειναν,",ἀπέκτειναν,ἀποκτείνω,VERB,"to kill, slay",AOR ACT 3PL IND,v3paia---
4.t19,πολλάκις,πολλάκις,πολλάκις,ADV,"many times, often, oft",INDECL,d--------
4.t20,δὲ,δὲ,δέ,,but,INDECL,b--------
4.t21,ἀδικοῦντας,ἀδικοῦντας,ἀδικέω,VERB,to do wrong,PRES ACT ACC.PL M PTCP,v-pppama-
4.t22,ἢ,ἢ,ἤ,,either..or; than,INDECL,b--------
4.t23,ἐκ,ἐκ,ἐκ,PREP,from out of,INDECL,r--------
4.t24,τοῦ,τοῦ,ὁ,ART,the,GEN.SG M,l-s---mg-
4.t25,λόγου,λόγου,λόγος,NOUN,the word,GEN.SG M,n-s---mg-
4.t26,οἰκτίσαντες,οἰκτίσαντες,οἰκτίζω,VERB,"to pity, have pity upon",AOR ACT NOM.PL M PTCP,v-papamn-
4.t27,ἢ,ἢ,ἤ,,either..or; than,INDECL,b--------
4.t28,ἐπιχαρίτως,ἐπιχαρίτως,ἐπίχαρις,ADV,"pleasing, agreeable, charming",INDECL,d--------
4.t29,εἰπόντας,εἰπόντας,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT ACC.PL M PTCP,v-papama-
4.t30,ἀπέλυσαν;,ἀπέλυσαν,ἀπολύω,VERB,to loose from,AOR ACT 3PL IND,v3paia---
4.t31,ἀλλὰ,ἀλλὰ,ἀλλά,,"otherwise, but",INDECL,b--------
4.t32,ναὶ,ναὶ,ναί,INTJ,"yea, verily",INDECL,i--------
4.t33,μὰ,μὰ,μά,PREP,"(no,) by .. ",INDECL,r--------
4.t34,"Δία,",Δία,Ζεύς,NOUN,Zeus,VOC.PL N,n-p---nv-
4.t35,φάναι,φάναι,φημί,VERB,"to say, to claim",PRES ACT INF,v--pna---
4.t36,"αὐτόν,",αὐτόν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
4.t37,καὶ,καὶ,καί,,"and, also",INDECL,b--------
4.t38,δὶς,δὶς,δίς,ADV,"twice, doubly",INDECL,d--------
4.t39,ἤδη,ἤδη,ἤδη,ADV,already,INDECL,d--------
4.t40,ἐπιχειρήσαντός,ἐπιχειρήσαντός,ἐπιχειρέω,VERB,"to attempt, attack, put one’s hand to",AOR ACT GEN.SG M PTCP,v-sapamg-
4.t41,μου,μου,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
4.t42,σκοπεῖν,σκοπεῖν,σκοπέω,VERB,to look at,PRES ACT INF,v--pna---
4.t43,περὶ,περὶ,περί,PREP,"around, round about with gen., dat., and acc.",INDECL,r--------
4.t44,τῆς,τῆς,ὁ,ART,the,GEN.SG F,l-s---fg-
4.t45,ἀπολογίας,ἀπολογίας,ἀπολογία,NOUN,"a speech in defence, defence",GEN.SG F,n-s---fg-
4.t46,ἐναντιοῦταί,ἐναντιοῦταί,ἐναντιόομαι,VERB,"to set oneself against, oppose, withstand",PRES MID 3SG IND,v3spie---
4.t47,μοι,μοι,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
4.t48,τὸ,τὸ,ὁ,ART,the,NOM.SG N,l-s---nn-
4.t49,δαιμόνιον.,δαιμόνιον,δαιμόνιον,NOUN,"divine being, spirit",NOM.SG N,n-s---nn-
5.t1,ὡς,ὡς,ὡς,CONJ,"as, how",INDECL,c--------
5.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
5.t3,αὐτὸν,αὐτὸν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
5.t4,εἰπεῖν·,εἰπεῖν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT INF,v--ana---
5.t5,θαυμαστὰ,θαυμαστὰ,θαυμαστός,ADJ,"wondrous, wonderful, marvellous",ACC.PL N,a-p---na-
5.t6,"λέγεις,",λέγεις,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",PRES ACT 2SG IND,v2spia---
5.t7,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
5.t8,δʼ,δʼ,δέ,,but,INDECL,b--------
5.t9,αὖ,αὖ,αὖ,ADV,"again, anew, afresh, once more",INDECL,d--------
5.t10,ἀποκρίνασθαι·,ἀποκρίνασθαι,ἀποκρίνω,VERB,"to separate, set apart; mid. answer",AOR MID INF,v--anm---
5.t11,ἦ,ἦ,ἦ,ADV,"in truth, truly, verily, of a surety",INDECL,d--------
5.t12,θαυμαστὸν,θαυμαστὸν,θαυμαστός,ADJ,"wondrous, wonderful, marvellous",NOM.SG N,a-s---nn-
5.t13,νομίζεις,νομίζεις,νομίζω,VERB,to have as a custom; to believe,PRES ACT 2SG IND,v2spia---
5.t14,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
5.t15,καὶ,καὶ,καί,,"and, also",INDECL,b--------
5.t16,τῷ,τῷ,ὁ,ART,the,DAT.SG M,l-s---md-
5.t17,θεῷ,θεῷ,θεός,NOUN,god,DAT.SG M,n-s---md-
5.t18,δοκεῖ,δοκεῖ,δοκέω,VERB,"seem, impers. it seems best..",PRES ACT 3SG IND,v3spia---
5.t19,ἐμὲ,ἐμὲ,ἐγώ,PRONOUN,I (first person pronoun),ACC.SG c,p-s---ca-
5.t20,βέλτιον,βέλτιον,ἀγαθός,ADJ,good,ACC.SG N COMP,a-s---nac
5.t21,εἶναι,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
5.t22,ἤδη,ἤδη,ἤδη,ADV,already,INDECL,d--------
5.t23,τελευτᾶν;,τελευτᾶν,τελευτάω,VERB,"to complete, finish, accomplish; pple. finally, in the end",PRES ACT INF,v--pna---
5.t24,οὐκ,οὐκ,οὐ,ADV,not,INDECL,d--------
5.t25,οἶσθα,οἶσθα,οἶδα,VERB,to know,PRF ACT 2SG IND,v2sria---
5.t26,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
5.t27,μέχρι,μέχρι,μέχρι,PREP,"until (prep. and conj. w. aor.), as long as (conj. w. pres.)",INDECL,r--------
5.t28,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
5.t29,τοῦδε,τοῦδε,ὅδε,ADJ,this,GEN.SG N,a-s---ng-
5.t30,οὐδενὶ,οὐδενὶ,οὐδείς,ADJ,"not one, nobody",DAT.SG M,a-s---md-
5.t31,ἀνθρώπων,ἀνθρώπων,ἄνθρωπος,NOUN,"man, person, human",GEN.PL M,n-p---mg-
5.t32,ὑφείμην,ὑφείμην,ὑφάω,VERB,,PRES MID 1SG OPT,v1spoe---
5.t33,ἂν,ἂν,ἄν,ADV,modal particle,INDECL,d--------
5.t34,βέλτιον,βέλτιον,ἀγαθός,ADJ,good,ACC.SG N COMP,a-s---nac
5.t35,ἐμοῦ,ἐμοῦ,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
5.t36,βεβιωκέναι;,βεβιωκέναι,βιόω,VERB,"to live, pass one's life",PRF ACT INF,v--rna---
5.t37,ὅπερ,ὅπερ,ὅσπερ,PRONOUN,"the very man who, the very thing which",NOM.SG N,p-s---nn-
5.t38,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
5.t39,ἥδιστόν,ἥδιστόν,ἡδύς,ADJ,sweet,NOM.SG N SUP,a-s---nns
5.t40,"ἐστιν,",ἐστιν,εἰμί,VERB,to be,PRES ACT 3SG IND,v3spia---
5.t41,ᾔδειν,ᾔδειν,οἶδα,VERB,to know,PLPRF ACT 1SG IND,v1slia---
5.t42,ὁσίως,ὁσίως,ὅσιος,ADV,"hallowed, sanctioned by the law of God",INDECL,d--------
5.t43,μοι,μοι,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
5.t44,καὶ,καὶ,καί,,"and, also",INDECL,b--------
5.t45,δικαίως,δικαίως,δίκαιος,ADV,"just, observant of custom, correct, balanced",INDECL,d--------
5.t46,ἅπαντα,ἅπαντα,ἅπας,ADJ,"quite all, the whole",ACC.SG M,a-s---ma-
5.t47,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
5.t48,βίον,βίον,βίος,NOUN,life,ACC.SG M,n-s---ma-
5.t49,βεβιωμένον·,βεβιωμένον,βιόω,VERB,"to live, pass one's life",PRF MID ACC.SG M PTCP,v-srpema-
5.t50,ὥστε,ὥστε,ὥστε,CONJ,so that,INDECL,c--------
5.t51,ἰσχυρῶς,ἰσχυρῶς,ἰσχυρός,ADV,"strong, mighty",INDECL,d--------
5.t52,ἀγάμενος,ἀγάμενος,ἄγαμαι,VERB,"to wonder, be astonished",PRES MID NOM.SG M PTCP,v-sppemn-
5.t53,ἐμαυτὸν,ἐμαυτὸν,ἐμαυτοῦ,PRONOUN,"of me, of myself",ACC.SG M,p-s---ma-
5.t54,ταὐτὰ,ταὐτὰ,,,,,
5.t55,ηὕρισκον,ηὕρισκον,εὑρίσκω,VERB,to find,IMPRF ACT 1SG IND,v1siia---
5.t56,καὶ,καὶ,καί,,"and, also",INDECL,b--------
5.t57,τοὺς,τοὺς,ὁ,ART,the,ACC.PL M,l-p---ma-
5.t58,ἐμοὶ,ἐμοὶ,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
5.t59,συγγιγνομένους,συγγιγνομένους,συγγίγνομαι,VERB,to be with,PRES MID ACC.PL M PTCP,v-pppema-
5.t60,γιγνώσκοντας,γιγνώσκοντας,γιγνώσκω,VERB,"to learn to know, to perceive, mark, learn",PRES ACT ACC.PL M PTCP,v-pppama-
5.t61,περὶ,περὶ,περί,PREP,"around, round about with gen., dat., and acc.",INDECL,r--------
5.t62,ἐμοῦ.,ἐμοῦ,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
6.t1,νῦν,νῦν,νῦν,ADV,now at this very time,INDECL,d--------
6.t2,δὲ,δὲ,δέ,,but,INDECL,b--------
6.t3,εἰ,εἰ,εἰ,CONJ,"conj. if, whether; part. w/wishes, adv. w/imperatives",INDECL,c--------
6.t4,ἔτι,ἔτι,ἔτι,ADV,"yet, as yet, still, besides",INDECL,d--------
6.t5,προβήσεται,προβήσεται,προβαίνω,VERB,"to step on, step forward, advance",AOR MID 3SG SBJV,v3sasm---
6.t6,ἡ,ἡ,ὁ,ART,the,NOM.SG F,l-s---fn-
6.t7,"ἡλικία,",ἡλικία,ἡλικία,NOUN,"time of life, age",NOM.SG F,n-s---fn-
6.t8,οἶδʼ,οἶδʼ,οἶδα,VERB,to know,PRF ACT 1SG IND,v1sria---
6.t9,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
6.t10,ἀνάγκη,ἀνάγκη,ἀνάγκη,NOUN,"force, constraint, necessity",NOM.SG F,n-s---fn-
6.t11,ἔσται,ἔσται,εἰμί,VERB,to be,FUT MID 3SG IND,v3sfim---
6.t12,τὰ,τὰ,ὁ,ART,the,ACC.PL N,l-p---na-
6.t13,τοῦ,τοῦ,ὁ,ART,the,GEN.SG N,l-s---ng-
6.t14,γήρως,γήρως,γῆρας,NOUN,old age,GEN.SG N,n-s---ng-
6.t15,ἐπιτελεῖσθαι,ἐπιτελεῖσθαι,ἐπιτελέω,VERB,"to complete, finish, accomplish",PRES MID INF,v--pne---
6.t16,καὶ,καὶ,καί,,"and, also",INDECL,b--------
6.t17,ὁρᾶν,ὁρᾶν,ὁράω,VERB,to see,PRES ACT INF,v--pna---
6.t18,τε,τε,τε,,and,INDECL,b--------
6.t19,χεῖρον,χεῖρον,κακός,ADJ,bad,ACC.SG N COMP,a-s---nac
6.t20,καὶ,καὶ,καί,,"and, also",INDECL,b--------
6.t21,ἀκούειν,ἀκούειν,ἀκούω,VERB,to hear,PRES ACT INF,v--pna---
6.t22,ἧττον,ἧττον,ἥσσων,ADJ,"less, weaker",ACC.SG N COMP,a-s---nac
6.t23,καὶ,καὶ,καί,,"and, also",INDECL,b--------
6.t24,δυσμαθέστερον,δυσμαθέστερον,δυσμαθής,ADJ,hard to learn,ACC.SG N COMP,a-s---nac
6.t25,εἶναι,εἶναι,εἰμί,VERB,to be,PRES ACT INF,v--pna---
6.t26,καὶ,καὶ,καί,,"and, also",INDECL,b--------
6.t27,ὧν,ὧν,ὅς,PRONOUN,"who, that, which: relative pronoun",GEN.PL N,p-p---ng-
6.t28,ἔμαθον,ἔμαθον,μανθάνω,VERB,to learn,AOR ACT 3PL IND,v3paia---
6.t29,ἐπιλησμονέστερον.,ἐπιλησμονέστερον,ἐπιλήσμων,ADJ,"apt to forget, forgetful",ACC.SG M COMP,a-s---mac
6.t30,ἂν,ἂν,ἐάν,CONJ,if,INDECL,c--------
6.t31,δὲ,δὲ,δέ,,but,INDECL,b--------
6.t32,αἰσθάνωμαι,αἰσθάνωμαι,αἰσθάνομαι,VERB,"to perceive, apprehend by the senses, to see, hear, feel",PRES MID 1SG SBJV,v1spse---
6.t33,χείρων,χείρων,κακός,ADJ,bad,NOM.SG M COMP,a-s---mnc
6.t34,γιγνόμενος,γιγνόμενος,γίγνομαι,VERB,"become, be born",PRES MID NOM.SG M PTCP,v-sppemn-
6.t35,καὶ,καὶ,καί,,"and, also",INDECL,b--------
6.t36,καταμέμφωμαι,καταμέμφωμαι,καταμέμφομαι,VERB,"to find great fault with, blame greatly, accuse",PRES MID 1SG SBJV,v1spse---
6.t37,"ἐμαυτόν,",ἐμαυτόν,ἐμαυτοῦ,PRONOUN,"of me, of myself",ACC.SG M,p-s---ma-
6.t38,πῶς,πῶς,πῶς,ADV,how? in what way,INDECL,d--------
6.t39,"ἄν,",ἄν,ἄν,ADV,modal particle,INDECL,d--------
6.t40,"εἰπεῖν,",εἰπεῖν,λέγω,VERB,"to say, tell, speak; epic and arch.: pick, gather",AOR ACT INF,v--ana---
6.t41,ἐγὼ,ἐγὼ,ἐγώ,PRONOUN,I (first person pronoun),NOM.SG c,p-s---cn-
6.t42,ἔτι,ἔτι,ἔτι,ADV,"yet, as yet, still, besides",INDECL,d--------
6.t43,ἂν,ἂν,ἄν,ADV,modal particle,INDECL,d--------
6.t44,ἡδέως,ἡδέως,ἡδύς,ADV,sweet,INDECL,d--------
6.t45,βιοτεύοιμι;,βιοτεύοιμι,βιοτεύω,VERB,to live,PRES ACT 1SG OPT,v1spoa---
7.t1,ἴσως,ἴσως,ἴσως,ADV,"equally, in like manner",INDECL,d--------
7.t2,δέ,δέ,δέ,,but,INDECL,b--------
7.t3,"τοι,",τοι,τοι,ADV,"let me tell you, surely, verily",INDECL,d--------
7.t4,φάναι,φάναι,φημί,VERB,"to say, to claim",PRES ACT INF,v--pna---
7.t5,"αὐτόν,",αὐτόν,αὐτός,ADJ,unemph. 3rd pers.pronoun; -self; [the] same ,ACC.SG M,a-s---ma-
7.t6,καὶ,καὶ,καί,,"and, also",INDECL,b--------
7.t7,ὁ,ὁ,ὁ,ART,the,NOM.SG M,l-s---mn-
7.t8,θεὸς,θεὸς,θεός,NOUN,god,NOM.SG M,n-s---mn-
7.t9,διʼ,διʼ,διά,PREP,through c. gen.; because of c. acc.,INDECL,r--------
7.t10,εὐμένειαν,εὐμένειαν,εὐμένεια,NOUN,favor of the gods,ACC.SG F,n-s---fa-
7.t11,προξενεῖ,προξενεῖ,προξενέω,VERB,"to be proxenos; to procure, to be a patron, protector",PRES ACT 3SG IND,v3spia---
7.t12,μοι,μοι,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
7.t13,οὐ,οὐ,οὐ,ADV,not,INDECL,d--------
7.t14,μόνον,μόνον,μόνον,ADV,,INDECL,d--------
7.t15,τὸ,τὸ,ὁ,ART,the,ACC.SG N,l-s---na-
7.t16,ἐν,ἐν,ἐν,PREP,"in, among. c. dat.",INDECL,r--------
7.t17,καιρῷ,καιρῷ,καιρός,NOUN,"time; the right moment, opportunity",DAT.SG M,n-s---md-
7.t18,τῆς,τῆς,ὁ,ART,the,GEN.SG F,l-s---fg-
7.t19,ἡλικίας,ἡλικίας,ἡλικία,NOUN,"time of life, age",GEN.SG F,n-s---fg-
7.t20,καταλῦσαι,καταλῦσαι,καταλύω,VERB,"to put down, destroy; settle (disputes); lodge, rest",AOR ACT INF,v--ana---
7.t21,τὸν,τὸν,ὁ,ART,the,ACC.SG M,l-s---ma-
7.t22,"βίον,",βίον,βίος,NOUN,life,ACC.SG M,n-s---ma-
7.t23,ἀλλὰ,ἀλλὰ,ἀλλά,,"otherwise, but",INDECL,b--------
7.t24,καὶ,καὶ,καί,,"and, also",INDECL,b--------
7.t25,τὸ,τὸ,ὁ,ART,the,ACC.SG N,l-s---na-
7.t26,ᾗ,ᾗ,ᾗ,ADV,"which way, where, whither",INDECL,d--------
7.t27,ῥᾷστα.,ῥᾷστα,ῥᾴδιος,ADV,"easy, ready, easy to make",@@@ -------s,d-------s
7.t28,ἂν,ἂν,ἐάν,CONJ,if,INDECL,c--------
7.t29,γὰρ,γὰρ,γάρ,ADV,for,INDECL,d--------
7.t30,νῦν,νῦν,νῦν,ADV,now at this very time,INDECL,d--------
7.t31,κατακριθῇ,κατακριθῇ,κατακρίνω,VERB,to give as sentence against,AOR PASS 3SG SBJV,v3sasp---
7.t32,"μου,",μου,ἐγώ,PRONOUN,I (first person pronoun),GEN.SG c,p-s---cg-
7.t33,δῆλον,δῆλον,δῆλος,ADJ,"visible, conspicuous",NOM.SG N,a-s---nn-
7.t34,ὅτι,ὅτι,ὅτι,CONJ,"adv. + superl., as...as possible; ὅτι μή except",INDECL,c--------
7.t35,ἐξέσται,ἐξέσται,ἔξεστι,VERB,"it is allowed, it is in one's power, is possible",FUT MID 3SG IND,v3sfim---
7.t36,μοι,μοι,ἐγώ,PRONOUN,I (first person pronoun),DAT.SG c,p-s---cd-
7.t37,τῇ,τῇ,ὁ,ART,the,DAT.SG F,l-s---fd-
7.t38,τελευτῇ,τελευτῇ,τελευτή,NOUN,"a finishing, completion, accomplishment",DAT.SG F,n-s---fd-
7.t39,χρῆσθαι,χρῆσθαι,χράω,VERB,"to fall upon, attack, assail",PRES MID INF,v--pne---
7.t40,ἣ,ἣ,ὅς,PRONOUN,"who, that, which: relative pronoun",NOM.SG F,p-s---fn-
7.t41,ῥᾴστη,ῥᾴστη,ῥᾴδιος,ADJ,"easy, ready, easy to make",NOM.SG F SUP,a-s---fns
7.t42,μὲν,μὲν,μέν,ADV,"on the one hand, on the other hand",INDECL,d--------
7.t43,ὑπὸ,ὑπὸ,ὑπό,PREP,"from under, by, c. gen. under, c. dat., towards c. acc.",INDECL,r--------
7.t44,τῶν,τῶν,ὁ,ART,the,GEN.PL M,l-p---mg-
7.t45,τούτου,τούτου,οὗτος,ADJ,this; that,GEN.SG N,a-s---ng-
7.t46,ἐπιμεληθέντων,ἐπιμεληθέντων,ἐπιμελέομαι,VERB,"to take care of, have charge of, have the management of",AOR MID GEN.PL M PTCP,v-papmmg-
7.t47,"κέκριται,",κέκριται,κρίνω,VERB,"to pick out, choose, judge, determine",PRF MID 3SG IND,v3srie---
7.t48,ἀπραγμονεστάτη,ἀπραγμονεστάτη,ἀπράγμων,ADJ,free from business,NOM.SG F SUP,a-s---fns
7.t49,δὲ,δὲ,δέ,,but,INDECL,b--------
7.t50,τοῖς,τοῖς,ὁ,ART,the,DAT.PL M,l-p---md-
7.t51,"φίλοις,",φίλοις,φίλος,ADJ,"friend; loved, beloved, dear",DAT.PL M,a-p---md-
7.t52,πλεῖστον,πλεῖστον,πολύς,ADJ,"much, many",ACC.SG N SUP,a-s---nas
7.t53,δὲ,δὲ,δέ,,but,INDECL,b--------
7.t54,πόθον,πόθον,πόθος,NOUN,"a longing, yearning, fond desire",ACC.SG M,n-s---ma-
7.t55,ἐμποιοῦσα,ἐμποιοῦσα,ἐμποιέω,VERB,to make in,PRES ACT NOM.SG F PTCP,v-sppafn-
